icao,iata,name,city,country,lat,lon,elevation_ft
BIPA,PFJ,Patreksfjörður Airport,Patreksfjörður,IS,65.555801,-23.965,11
BIRE,RHA,Reykhólar Airport,Reykhólar,IS,65.45262909,-22.20611572,60
BIRF,OLI,Rif Airport,Rif,IS,64.9114,-23.823099,18
BIRG,RFN,Raufarhöfn Airport,Raufarhöfn,IS,66.406403,-15.9183,39
BIRK,RKV,Reykjavik Airport,Reykjavik,IS,64.12999725,-21.94059944,48
BIRL,MVA,Reykjahlíð Airport,Myvatn,IS,65.6558,-16.9181,1030
BISI,SIJ,Siglufjörður Airport,Siglufjörður,IS,66.137847,-18.908157,10
BIST,SYK,Stykkishólmur Airport,Stykkishólmur,IS,65.058851,-22.764616,42
BITE,TEY,Þingeyri Airport,Þingeyri,IS,65.8703,-23.559999,65
BITN,THO,Þórshöfn Airport,Þórshöfn,IS,66.218498,-15.3356,65
BIVM,VEY,Vestmannaeyjar Airport,Vestmannaeyjar,IS,63.42430115,-20.27890015,326
BIVO,VPN,Vopnafjörður Airport,Vopnafjörður,IS,65.720596,-14.8506,16
BKPR,PRN,Priština Adem Jashari International Airport,Prishtina,XK,42.5728,21.035801,1789
CBBC,ZEL,Bella Bella (Campbell Island) Airport,Bella Bella,CA,52.185001,-128.156994,141
ZGSG,HSC,Shaoguan Danxia Airport,Shaoguan,CN,24.9786,113.420998,280
ZSLI,LIJ,Lishui Airport,Lishui (Liandu),CN,28.3727,119.839,0
CYAB,YAB,Arctic Bay Airport,Arctic Bay,CA,73.006101,-85.04616,72
CYAC,YAC,Cat Lake Airport,Cat Lake,CA,51.7272,-91.824402,1344
CYAD,YAR,La Grande-3 Airport,La Grande-3,CA,53.57170105,-76.1964035,775
CYAG,YAG,Fort Frances Municipal Airport,Fort Frances,CA,48.655749,-93.44349,1125
CYAH,YAH,La Grande-4 Airport,La Grande-4,CA,53.75469971,-73.6753006,1005
CYAL,YAL,Alert Bay Airport,Alert Bay,CA,50.582199,-126.916,240
CYAM,YAM,Sault Ste Marie Airport,Sault Ste Marie,CA,46.483216,-84.508467,630
CYAQ,XKS,Kasabonika Airport,Kasabonika,CA,53.52470016,-88.64279938,672
CYAS,YKG,Kangirsuk Airport,Kangirsuk,CA,60.027199,-69.999199,403
CYAT,YAT,Attawapiskat Airport,Attawapiskat,CA,52.927502,-82.4319,31
CYAY,YAY,St. Anthony Airport,St. Anthony,CA,51.391909,-56.08321,108
CYAZ,YAZ,Tofino / Long Beach Airport,Tofino,CA,49.079833,-125.775583,80
CYBA,YBA,Banff Airport,Banff,CA,51.208222,-115.540624,4583
CYBB,YBB,Kugaaruk Airport,Kugaaruk,CA,68.535711,-89.805508,56
CYBC,YBC,Baie-Comeau Airport,Baie-Comeau,CA,49.1325,-68.204399,71
CYBD,QBC,Bella Coola Airport,Bella Coola,CA,52.387501,-126.596001,117
CYBE,YBE,Uranium City Airport,Uranium City,CA,59.561401,-108.481003,1044
CYBF,YBY,Bonnyville Airport,Bonnyville,CA,54.304199,-110.744003,1836
CYBG,YBG,CFB Bagotville / Saguenay-Bagotville Airport,La Baie,CA,48.331908,-70.992909,522
CYBK,YBK,Baker Lake Airport,Baker Lake,CA,64.29889679,-96.07779694,59
CYBL,YBL,Campbell River Airport,Campbell River,CA,49.950802,-125.271004,346
CYBQ,XTL,Tadoule Lake Airport,Tadoule Lake,CA,58.706308,-98.511057,923
CYBR,YBR,Brandon Municipal Airport,Brandon,CA,49.91,-99.951897,1343
CYBT,YBT,Brochet Airport,Brochet,CA,57.8894,-101.679001,1136
CYBV,YBV,Berens River Airport,Berens River,CA,52.358898,-97.018303,728
CYBX,YBX,Lourdes-de-Blanc-Sablon Airport,Blanc-Sablon,CA,51.4436,-57.185299,121
CYCA,YRF,Cartwright Airport,Cartwright,CA,53.682501,-57.042303,40
CYCB,YCB,Cambridge Bay Airport,Cambridge Bay,CA,69.10810089,-105.1380005,90
CYCC,YCC,Cornwall Regional Airport,Cornwall,CA,45.092637,-74.567724,175
CYCD,YCD,Nanaimo Airport,Nanaimo,CA,49.05497,-123.869863,92
CYCE,YCE,Centralia / James T. Field Memorial Aerodrome,Huron Park,CA,43.285599,-81.508301,824
CYCG,YCG,Castlegar/West Kootenay Regional Airport,Castlegar,CA,49.296398,-117.632004,1624
CYCH,YCH,Miramichi Airport,Miramichi,CA,47.007801,-65.449203,108
CYCK,XCM,Chatham Kent Airport,Chatham-Kent,CA,42.3064003,-82.08190155,650
CYCL,YCL,Charlo Airport,Charlo,CA,47.990799,-66.330299,132
CYCN,YCN,Cochrane Airport,Cochrane,CA,49.10559845,-81.01360321,861
CYCO,YCO,Kugluktuk Airport,Kugluktuk,CA,67.816408,-115.14307,74
CYCQ,YCQ,Chetwynd Airport,Chetwynd,CA,55.68719864,-121.6269989,2000
CYCR,YCR,Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,CA,54.609758,-97.762442,709
CYCS,YCS,Chesterfield Inlet Airport,Chesterfield Inlet,CA,63.346901,-90.731102,32
CYCT,YCT,Coronation Airport,Coronation,CA,52.07500076,-111.4449997,2595
CYCW,YCW,Chilliwack Airport,Chilliwack,CA,49.153157,-121.939309,32
CYCY,YCY,Clyde River Airport,Clyde River,CA,70.486099,-68.516701,87
CYCZ,YCZ,Fairmont Hot Springs Airport,Fairmont Hot Springs,CA,50.331052,-115.873739,2661
CYDA,YDA,Dawson City Airport,Dawson City,CA,64.04309845,-139.128006,1215
CYDB,YDB,Burwash Airport,Burwash Landing,CA,61.371101,-139.041,2647
CYDF,YDF,Deer Lake Airport,Deer Lake,CA,49.2108,-57.391399,72
CYDL,YDL,Dease Lake Airport,Dease Lake,CA,58.422199,-130.031998,2600
CYDM,XRR,Ross River Airport,Ross River,CA,61.97060013,-132.4230042,2314
CYDN,YDN,Dauphin Barker Airport,Dauphin,CA,51.1008,-100.052002,999
CYDO,YDO,Dolbeau-Saint-Felicien Airport,Dolbeau-Saint-Felicien,CA,48.7785,-72.375,372
CYDP,YDP,Nain Airport,Nain,CA,56.550778,-61.682224,22
CYDQ,YDQ,Dawson Creek Airport,Dawson Creek,CA,55.741245,-120.183263,2148
CYEG,YEG,Edmonton International Airport,Edmonton,CA,53.3097,-113.580002,2373
CYEK,YEK,Arviat Airport,Arviat,CA,61.0942,-94.070801,32
CYEL,YEL,Elliot Lake Municipal Airport,Elliot Lake,CA,46.35139847,-82.56140137,1087
CYEM,YEM,Manitoulin East Municipal Airport,Sheguiandah,CA,45.842435,-81.857595,869
CYEN,YEN,Estevan Airport,Estevan,CA,49.21030045,-102.9660034,1905
CYER,YER,Fort Severn Airport,Fort Severn,CA,56.018902,-87.676102,48
CYET,YET,Edson Airport,Edson,CA,53.57889938,-116.4649963,3043
CYEU,YEU,Eureka Airport,Eureka,CA,79.99469757,-85.81420136,256
CYEV,YEV,Inuvik Mike Zubko Airport,Inuvik,CA,68.30419922,-133.4830017,224
CYEY,YEY,Amos/Magny Airport,Amos,CA,48.563903,-78.249702,1068
CYFA,YFA,Fort Albany Airport,Fort Albany,CA,52.203451,-81.695194,48
CYFB,YFB,Iqaluit Airport,Iqaluit,CA,63.756402,-68.555801,110
CYFC,YFC,Fredericton Airport,Fredericton,CA,45.8689003,-66.53720093,68
CYFE,YFE,Forestville Airport,Forestville,CA,48.74610138,-69.09719849,293
CYFH,YFH,Fort Hope Airport,Fort Hope,CA,51.561901,-87.907799,899
CYFJ,YTM,Mont-Tremblant International Airport,La Macaza,CA,46.409401,-74.779999,827
CYFO,YFO,Flin Flon Airport,Flin Flon,CA,54.678101,-101.681999,997
CYFR,YFR,Fort Resolution Airport,Fort Resolution,CA,61.18080139,-113.6900024,526
CYFS,YFS,Fort Simpson Airport,Fort Simpson,CA,61.7602005,-121.2369995,555
CYFT,YMN,Makkovik Airport,Makkovik,CA,55.077335,-59.187942,234
CYGB,YGB,Texada Gillies Bay Airport,Texada,CA,49.694341,-124.518099,326
CYGH,YGH,Fort Good Hope Airport,Fort Good Hope,CA,66.240658,-128.647757,268
CYGK,YGK,Kingston Norman Rogers Airport,Kingston,CA,44.2253,-76.596901,305
CYGL,YGL,La Grande Rivière Airport,La Grande Rivière,CA,53.62530136,-77.70420074,639
CYGM,YGM,Gimli Industrial Park Airport,Gimli,CA,50.62810135,-97.04329681,753
CYGO,YGO,Gods Lake Narrows Airport,Gods Lake Narrows,CA,54.55768,-94.490061,617
CYGP,YGP,Michel-Pouliot Gaspé Airport,Gaspé,CA,48.774915,-64.481893,112
CYGQ,YGQ,Geraldton Greenstone Regional Airport,Geraldton,CA,49.77830124,-86.93939972,1144
CYGR,YGR,Îles-de-la-Madeleine Airport,Les Îles-de-la-Madeleine,CA,47.425242,-61.778612,35
CYGT,YGT,Igloolik Airport,Igloolik,CA,69.3647,-81.816101,174
CYGV,YGV,Havre-Saint-Pierre Airport,Havre-Saint-Pierre,CA,50.281898,-63.611401,124
CYGW,YGW,Kuujjuarapik Airport,Kuujjuarapik,CA,55.2818985,-77.76529694,34
CYGX,YGX,Gillam Airport,Gillam,CA,56.35712,-94.711504,476
CYGZ,YGZ,Grise Fiord Airport,Grise Fiord,CA,76.425823,-82.908583,146
CYHA,YQC,Quaqtaq Airport,Quaqtaq,CA,61.046398,-69.617798,103
CYHB,YHB,Hudson Bay Airport,Hudson Bay,CA,52.81669998,-102.310997,1175
CYHC,CXH,Vancouver Harbour Water Aerodrome,Vancouver,CA,49.291265,-123.11717,0
CYHD,YHD,Dryden Regional Airport,Dryden,CA,49.831699,-92.744202,1354
CYHE,YHE,Hope Airport / FVRD Regional Airpark,Hope,CA,49.368865,-121.49495,128
CYHF,YHF,Hearst René Fontaine Municipal Airport,Hearst,CA,49.71419907,-83.68609619,827
CYHH,YNS,Nemiscau Airport,Nemiscau,CA,51.691101,-76.135597,802
CYHI,YHI,Ulukhaktok Holman Airport,Ulukhaktok,CA,70.762802,-117.806,117
CYHK,YHK,Gjoa Haven Airport,Gjoa Haven,CA,68.635597,-95.849701,152
CYHM,YHM,John C. Munro Hamilton International Airport,Hamilton,CA,43.17359924,-79.93499756,780
CYHN,YHN,Hornepayne Municipal Airport,Hornepayne,CA,49.19309998,-84.7589035,1099
CYHO,YHO,Hopedale Airport,Hopedale,CA,55.448757,-60.228124,39
CYHP,YHP,Poplar Hill Airport,Poplar Hill,CA,52.1133,-94.2556,1095
CYHR,YHR,Chevery Airport,Chevery,CA,50.468322,-59.637823,39
CYHT,YHT,Haines Junction Airport,Haines Junction,CA,60.7892,-137.546005,2150
CYHU,YHU,Montréal / Saint-Hubert Metropolitan Airport,Montréal,CA,45.517502,-73.416901,90
CYHY,YHY,Hay River / Merlyn Carter Airport,Hay River,CA,60.83969879,-115.7829971,541
CYHZ,YHZ,Halifax / Stanfield International Airport,Halifax,CA,44.88079834,-63.50859833,477
CYIB,YIB,Atikokan Municipal Airport,Atikokan,CA,48.77389908,-91.63860321,1408
CYID,YDG,Digby / Annapolis Regional Airport,Digby,CA,44.54584504,-65.78542471,499
CYIF,YIF,St Augustin Airport,St-Augustin,CA,51.2117,-58.658298,20
CYIK,YIK,Ivujivik Airport,Ivujivik,CA,62.417301,-77.925301,126
CYIO,YIO,Pond Inlet Airport,Pond Inlet,CA,72.689494,-77.968941,181
CYIV,YIV,Island Lake Airport,Island Lake,CA,53.85720062,-94.6536026,770
CYJA,YJA,Jasper Airport,Jasper,CA,52.996418,-118.060233,3350
CYJF,YJF,Fort Liard Airport,Fort Liard,CA,60.2358017,-123.4690018,708
CYJN,YJN,St Jean Airport,St Jean,CA,45.29439926,-73.28109741,136
CYJT,YJT,Dymond Airport,Stephenville,CA,48.544201,-58.549999,84
CYKA,YKA,Kamloops John Moose Fulton Field Regional Airport,Kamloops,CA,50.703038,-120.448641,1133
CYKC,YKC,Collins Bay Airport,Collins Bay,CA,58.23609924,-103.6780014,1341
CYKD,LAK,Aklavik/Freddie Carmichael Airport,Aklavik,CA,68.223297,-135.00599,23
CYKF,YKF,Region of Waterloo International Airport,Breslau,CA,43.4608,-80.378601,1054
CYKG,YWB,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,CA,61.5886,-71.929398,501
CYKJ,YKJ,Key Lake Airport,Key Lake,CA,57.2560997,-105.6179962,1679
CYKL,YKL,Schefferville Airport,Schefferville,CA,54.80530167,-66.80529785,1709
CYKM,YKD,Kincardine Municipal Airport,Kincardine,CA,44.201401,-81.606697,772
CYKO,AKV,Akulivik Airport,Akulivik,CA,60.8186,-78.148598,75
CYKP,YOG,Ogoki Post Airport,Ogoki Post,CA,51.65859985,-85.90170288,594
CYKQ,YKQ,Waskaganish Airport,Waskaganish,CA,51.473301,-78.758301,80
CYKX,YKX,Kirkland Lake Airport,Kirkland Lake,CA,48.21030045,-79.98139954,1157
CYKY,YKY,Kindersley Airport,Kindersley,CA,51.51750183,-109.1809998,2277
CYLA,YPJ,Aupaluk Airport,Aupaluk,CA,59.2967,-69.599701,119
CYLB,YLB,Lac La Biche Airport,Lac La Biche,CA,54.77030182,-112.0319977,1884
CYLC,YLC,Kimmirut Airport,Kimmirut,CA,62.848253,-69.877853,175
CYLD,YLD,Chapleau Airport,Chapleau,CA,47.81999969,-83.34670258,1470
CYLH,YLH,Lansdowne House Airport,Lansdowne House,CA,52.195599,-87.934196,834
CYLJ,YLJ,Meadow Lake Airport,Meadow Lake,CA,54.12530136,-108.5230026,1576
CYLK,YSG,Lutselk'e Airport,Lutselk'e,CA,62.417823,-110.682793,596
CYLL,YLL,Lloydminster Airport,Lloydminster,CA,53.3092,-110.072998,2193
CYLQ,YLQ,La Tuque Airport,La Tuque,CA,47.40969849,-72.78890228,548
CYLR,YLR,Leaf Rapids Airport,Leaf Rapids,CA,56.51330185,-99.98529816,959
CYLS,YLK,Barrie-Lake Simcoe Regional Airport,Barrie,CA,44.485056,-79.554663,972
CYLT,YLT,Alert Airport,Alert,CA,82.517799,-62.280602,100
CYLU,XGR,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,CA,58.711399,-65.992798,215
CYLW,YLW,Kelowna International Airport,Kelowna,CA,49.9561,-119.377998,1421
CYMA,YMA,Mayo Airport,Mayo,CA,63.61640167,-135.8679962,1653
CYME,YME,Matane Airport,Matane,CA,48.85689926,-67.45330048,102
CYMG,YMG,Manitouwadge Airport,Manitouwadge,CA,49.08390045,-85.86060333,1198
CYMH,YMH,Mary's Harbour Airport,Mary's Harbour,CA,52.302837,-55.847433,38
CYMJ,YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,CA,50.33029938,-105.5589981,1892
CYML,YML,Charlevoix Airport,Charlevoix,CA,47.59749985,-70.22389984,977
CYMM,YMM,Fort McMurray Airport,Fort McMurray,CA,56.65330124,-111.2220001,1211
CYMO,YMO,Moosonee Airport,Moosonee,CA,51.29109955,-80.60780334,30
CYMT,YMT,Chapais Airport,Chibougamau,CA,49.77190018,-74.52809906,1270
CYMU,YUD,Umiujaq Airport,Umiujaq,CA,56.536098,-76.518303,250
CYMW,YMW,Maniwaki Airport,Messines,CA,46.2728,-75.990601,656
CYMX,YMX,Montreal International (Mirabel) Airport,Montréal,CA,45.679501,-74.038696,270
CYNA,YNA,Natashquan Airport,Natashquan,CA,50.190114,-61.78898,39
CYNC,YNC,Wemindji Airport,Wemindji,CA,53.010601,-78.8311,66
CYND,YND,Ottawa / Gatineau Airport,Gatineau,CA,45.521702,-75.563599,211
CYNE,YNE,Norway House Airport,Norway House,CA,53.958302,-97.8442,734
CYNH,YNH,Hudson's Hope Airport,Hudson's Hope,CA,56.035142,-121.978326,2220
CYNJ,YLY,Langley Airport,Langley,CA,49.1008,-122.630997,34
CYNL,YNL,Points North Landing Airport,Points North Landing,CA,58.27669907,-104.0820007,1605
CYNM,YNM,Matagami Airport,Matagami,CA,49.76169968,-77.80280304,918
CYNR,HZP,Fort Mackay / Horizon Airport,Fort Mackay,CA,57.381699,-111.700996,916
CYOA,YOA,Ekati Airport,Ekati,CA,64.69889832,-110.6149979,1536
CYOC,YOC,Old Crow Airport,Old Crow,CA,67.570602,-139.839005,824
CYOD,YOD,CFB Cold Lake,Cold Lake,CA,54.40499878,-110.2789993,1775
CYOH,YOH,Oxford House Airport,Oxford House,CA,54.9333,-95.2789,663
CYOJ,YOJ,High Level Airport,High Level,CA,58.62139893,-117.1650009,1110
CYOO,YOO,Oshawa Executive Airport,Oshawa,CA,43.922798,-78.894997,460
CYOP,YOP,Rainbow Lake Airport,Rainbow Lake,CA,58.491402,-119.407997,1759
CYOS,YOS,Owen Sound / Billy Bishop Regional Airport,Owen Sound,CA,44.59030151,-80.83750153,1007
CYOW,YOW,Ottawa Macdonald-Cartier International Airport,Ottawa,CA,45.322498,-75.669197,374
CYPA,YPA,Prince Albert Glass Field,Prince Albert,CA,53.21419907,-105.6729965,1405
CYPC,YPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,CA,69.360838,-124.07547,15
CYPD,YPS,Port Hawkesbury Airport,Port Hawkesbury,CA,45.65670013,-61.36809921,377
CYPE,YPE,Peace River Airport,Peace River,CA,56.226898,-117.446999,1873
CYPG,YPG,Portage-la-Prairie / Southport Airport,Portage la Prairie,CA,49.903099,-98.273817,885
CYPH,YPH,Inukjuak Airport,Inukjuak,CA,58.471901,-78.076897,83
CYPL,YPL,Pickle Lake Airport,Pickle Lake,CA,51.44639969,-90.21420288,1267
CYPM,YPM,Pikangikum Airport,Pikangikum,CA,51.819698,-93.973297,1114
CYPN,YPN,Port-Menier Airport,Port-Menier,CA,49.836399,-64.288597,167
CYPO,YPO,Peawanuck Airport,Peawanuck,CA,54.987932,-85.442648,173
CYPQ,YPQ,Peterborough Municipal Airport,Peterborough,CA,44.23,-78.363297,628
CYPR,YPR,Prince Rupert Airport,Prince Rupert,CA,54.28609848,-130.4450073,116
CYPW,YPW,Powell River Airport,Powell River,CA,49.83420181,-124.5,425
CYPX,YPX,Puvirnituq Airport,Puvirnituq,CA,60.050598,-77.286903,74
CYPY,YPY,Fort Chipewyan Airport,Fort Chipewyan,CA,58.76720047,-111.1169968,761
CYPZ,YPZ,Burns Lake Airport,Burns Lake,CA,54.3764,-125.950996,2343
CYQA,YQA,Muskoka Airport,Gravenhurst,CA,44.975376,-79.306546,925
CYQB,YQB,Quebec Jean Lesage International Airport,Quebec,CA,46.7911,-71.393303,244
CYQD,YQD,The Pas Airport,The Pas,CA,53.97140121,-101.0910034,887
CYQF,YQF,Red Deer Regional Airport,Springbrook,CA,52.182201,-113.893997,2968
CYQG,YQG,Windsor Airport,Windsor,CA,42.27560043,-82.95559692,622
CYQH,YQH,Watson Lake Airport,Watson Lake,CA,60.116839,-128.821993,2255
CYQI,YQI,Yarmouth Airport,Yarmouth,CA,43.82690048,-66.08809662,141
CYQK,YQK,Kenora Airport,Kenora,CA,49.78829956,-94.36309814,1332
CYQL,YQL,Lethbridge County Airport,Lethbridge,CA,49.63029861,-112.8000031,3048
CYQM,YQM,Greater Moncton Roméo LeBlanc International Airport,Moncton,CA,46.112202,-64.678596,232
CYQN,YQN,Nakina Airport,Nakina,CA,50.18280029,-86.6964035,1057
CYQQ,YQQ,Comox Valley Airport / CFB Comox,Comox,CA,49.7108,-124.887001,84
CYQR,YQR,Regina International Airport,Regina,CA,50.43190002,-104.6660004,1894
CYQS,YQS,St Thomas Municipal Airport,St Thomas,CA,42.77000046,-81.1108017,778
CYQT,YQT,Thunder Bay Airport,Thunder Bay,CA,48.37189865,-89.32389832,653
CYQU,YQU,Grande Prairie Airport,Grande Prairie,CA,55.17969894,-118.8850021,2195
CYQV,YQV,Yorkton Municipal Airport,Yorkton,CA,51.26470184,-102.461998,1635
CYQW,YQW,North Battleford Airport,North Battleford,CA,52.769409,-108.243742,1799
CYQX,YQX,Gander International Airport / CFB Gander,Gander,CA,48.936258,-54.567719,496
CYQY,YQY,Sydney / J.A. Douglas McCurdy Airport,Sydney,CA,46.1614,-60.047798,203
CYQZ,YQZ,Quesnel Airport,Quesnel,CA,53.02610016,-122.5100021,1789
CYRA,YRA,Rae Lakes Airport,Gamètì,CA,64.116096,-117.309998,723
CYRB,YRB,Resolute Bay Airport,Resolute Bay,CA,74.71690369,-94.9693985,215
CYRI,YRI,Rivière-du-Loup Airport,Rivière-du-Loup,CA,47.76440048,-69.58470154,427
CYRJ,YRJ,Roberval Airport,Roberval,CA,48.519665,-72.265735,586
CYRL,YRL,Red Lake Airport,Red Lake,CA,51.06689835,-93.79309845,1265
CYRM,YRM,Rocky Mountain House Airport,Rocky Mountain House,CA,52.42969894,-114.9039993,3244
CYRO,YRO,Ottawa / Rockcliffe Airport,Ottawa,CA,45.46030045,-75.64610291,188
CYRQ,YRQ,Trois-Rivières Airport,Trois-Rivières,CA,46.35279846,-72.67939758,199
CYRS,YRS,Red Sucker Lake Airport,Red Sucker Lake,CA,54.167198,-93.557198,729
CYRT,YRT,Rankin Inlet Airport,Rankin Inlet,CA,62.81140137,-92.11579895,94
CYRV,YRV,Revelstoke Airport,Revelstoke,CA,50.962245,-118.184258,1459
CYSB,YSB,Sudbury Airport,Sudbury,CA,46.625,-80.79889679,1141
CYSC,YSC,Sherbrooke Airport,Sherbrooke,CA,45.438599,-71.691399,792
CYSD,YSD,Canadian Forces Base Suffield Heliport,Ralston,CA,50.276359,-111.180189,2525
CYSE,YSE,Squamish Airport,Squamish,CA,49.78170013,-123.1620026,171
CYSF,YSF,Stony Rapids Airport,Stony Rapids,CA,59.25030136,-105.8410034,805
CYSH,YSH,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,CA,44.945801,-75.940598,416
CYSJ,YSJ,Saint John Airport,Saint John,CA,45.31610107,-65.89029694,357
CYSK,YSK,Sanikiluaq Airport,Sanikiluaq,CA,56.536891,-79.250221,104
CYSL,YSL,Saint-Léonard Airport,Saint-Léonard,CA,47.157097,-67.836242,793
CYSM,YSM,Fort Smith Airport,Fort Smith,CA,60.020302,-111.961998,671
CYSN,YCM,Niagara District Airport,Niagara-on-the-Lake,CA,43.191598,-79.171686,321
CYSP,YSP,Marathon Airport,Marathon,CA,48.75529861,-86.3443985,1035
CYST,YST,St. Theresa Point Airport,St. Theresa Point,CA,53.845261,-94.851966,773
CYSU,YSU,Summerside Airport,Slemon Park,CA,46.440601,-63.833599,56
CYSY,YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,CA,71.993896,-125.242996,282
CYTA,YTA,Pembroke Airport,Pembroke,CA,45.86439896,-77.25170135,529
CYTE,YTE,Cape Dorset Airport,Kinngait,CA,64.230003,-76.526703,164
CYTF,YTF,Alma Airport,Alma,CA,48.5089,-71.641899,445
CYTH,YTH,Thompson Airport,Thompson,CA,55.80110168,-97.86419678,729
CYTL,YTL,Big Trout Lake Airport,Big Trout Lake,CA,53.817799,-89.896896,729
CYTQ,YTQ,Tasiujaq Airport,Tasiujaq,CA,58.667801,-69.955803,122
CYTR,YTR,CFB Trenton,Trenton,CA,44.1189003,-77.52809906,283
CYTS,YTS,Timmins/Victor M. Power,Timmins,CA,48.56969833,-81.37670136,967
CYTZ,YTZ,Billy Bishop Toronto City Centre Airport,Toronto,CA,43.627499,-79.396202,252
CYUB,YUB,Tuktoyaktuk / James Gruben Airport,Tuktoyaktuk,CA,69.433296,-133.026001,15
CYUL,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montréal,CA,45.467837,-73.742294,118
CYUT,YUT,Naujaat Airport,Repulse Bay,CA,66.521024,-86.225166,80
CYUX,YUX,Hall Beach Airport,Sanirajak,CA,68.7761,-81.2425,30
CYUY,YUY,Rouyn Noranda Airport,Rouyn-Noranda,CA,48.20610046,-78.83560181,988
CYVB,YVB,Bonaventure Airport,Bonaventure,CA,48.071098,-65.460297,123
CYVC,YVC,La Ronge Airport,La Ronge,CA,55.15140152,-105.262001,1242
CYVG,YVG,Vermilion Airport,Vermilion,CA,53.357714,-110.827388,2025
CYVK,YVE,Vernon Regional Airport,Vernon,CA,50.246163,-119.330963,1140
CYVL,YCK,Tommy Kochon Airport,Colville Lake,CA,67.02,-126.126,870
CYVM,YVM,Qikiqtarjuaq Airport,Qikiqtarjuaq,CA,67.54656,-64.03141,21
CYVO,YVO,Val-d'Or Airport,Val-d'Or,CA,48.05329895,-77.78279877,1107
CYVP,YVP,Kuujjuaq Airport,Kuujjuaq,CA,58.09609985,-68.42690277,129
CYVQ,YVQ,Norman Wells Airport,Norman Wells,CA,65.28160095,-126.7979965,238
CYVR,YVR,Vancouver International Airport,Vancouver,CA,49.19390106,-123.1839981,14
CYVT,YVT,Buffalo Narrows Airport,Buffalo Narrows,CA,55.84189987,-108.4179993,1423
CYVV,YVV,Wiarton Airport,Wiarton,CA,44.7458,-81.107201,729
CYVZ,YVZ,Deer Lake Airport,Deer Lake,CA,52.655613,-94.061208,1092
CYWA,YWA,Petawawa Airport,Petawawa,CA,45.95220184,-77.31919861,427
CYWE,YFJ,Wekweètì Airport,Wekweètì,CA,64.190804,-114.077002,1208
CYWG,YWG,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,CA,49.90999985,-97.23989868,783
CYWH,YWH,Victoria Harbour Seaplane Base,Victoria,CA,48.423782,-123.37198,0
CYWJ,YWJ,Déline Airport,Déline,CA,65.211098,-123.435997,703
CYWK,YWK,Wabush Airport,Wabush,CA,52.9219017,-66.86440277,1808
CYWL,YWL,Williams Lake Airport,Williams Lake,CA,52.18310165,-122.0540009,3085
CYWP,YWP,Webequie Airport,Webequie,CA,52.959393,-87.374868,685
CYWY,YWY,Wrigley Airport,Wrigley,CA,63.20940018,-123.4369965,489
CYXC,YXC,Cranbrook/Canadian Rockies International Airport,Cranbrook,CA,49.6108017,-115.7819977,3082
CYXE,YXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,CA,52.17079926,-106.6999969,1653
CYXH,YXH,Medicine Hat Regional Airport,Medicine Hat,CA,50.018902,-110.721001,2352
CYXJ,YXJ,Fort St John / North Peace Regional Airport,Fort Saint John,CA,56.238098,-120.739998,2280
CYXK,YXK,Rimouski Airport,Rimouski,CA,48.477644,-68.496323,82
CYXL,YXL,Sioux Lookout Airport,Sioux Lookout,CA,50.11389923,-91.90529633,1258
CYXN,YXN,Whale Cove Airport,Whale Cove,CA,62.240002,-92.598099,40
CYXP,YXP,Pangnirtung Airport,Pangnirtung,CA,66.144878,-65.713606,75
CYXQ,YXQ,Beaver Creek Airport,Beaver Creek,CA,62.41030121,-140.8670044,2131
CYXR,YXR,Earlton (Timiskaming Regional) Airport,Earlton,CA,47.69740065,-79.84734535,800
CYXS,YXS,Prince George Airport,Prince George,CA,53.884311,-122.666554,2267
CYXT,YXT,Northwest Regional Airport Terrace-Kitimat,Terrace,CA,54.468498,-128.576009,713
CYXU,YXU,London Airport,London,CA,43.035599,-81.1539,912
CYXX,YXX,Abbotsford International Airport,Abbotsford,CA,49.025299,-122.361,195
CYXY,YXY,Whitehorse / Erik Nielsen International Airport,Whitehorse,CA,60.709599,-135.067001,2317
CYXZ,YXZ,Wawa Airport,Wawa,CA,47.96670151,-84.78669739,942
CYYB,YYB,North Bay Jack Garland Airport,North Bay,CA,46.363602,-79.422798,1215
CYYC,YYC,Calgary International Airport,Calgary,CA,51.118822,-114.009933,3557
CYYD,YYD,Smithers Airport,Smithers,CA,54.8246994,-127.1829987,1712
CYYE,YYE,Fort Nelson Airport,Fort Nelson,CA,58.83639908,-122.5970001,1253
CYYF,YYF,Penticton Airport,Penticton,CA,49.46310043,-119.6019974,1129
CYYG,YYG,Charlottetown Airport,Charlottetown,CA,46.29000092,-63.12110138,160
CYYH,YYH,Taloyoak Airport,Taloyoak,CA,69.5467,-93.576698,92
